radius,xi,mass,luminosity,pressure,temperature,density,egr,theta,y
3.45216e+008,0,2.09221e+030,9.49411e+026,4.31924e+014,1.0488e+007,3080.39,2.22735e-005,0,0
3.46608e+008,0,2.09861e+030,9.49552e+026,4.26982e+014,1.04876e+007,3045.09,2.20148e-005,0,0
3.48e+008,0,2.10499e+030,9.49691e+026,4.22121e+014,1.04873e+007,3010.36,2.17604e-005,0,0
3.49392e+008,0,2.11134e+030,9.49828e+026,4.17339e+014,1.04869e+007,2976.2,2.15103e-005,0,0
3.50784e+008,0,2.11768e+030,9.49962e+026,4.12634e+014,1.04865e+007,2942.59,2.12643e-005,0,0
3.52176e+008,0,2.12399e+030,9.50095e+026,4.08005e+014,1.04861e+007,2909.52,2.10223e-005,0,0
3.53568e+008,0,2.13028e+030,9.50226e+026,4.0345e+014,1.04858e+007,2876.98,2.07843e-005,0,0
3.5496e+008,0,2.13655e+030,9.50355e+026,3.98968e+014,1.04854e+007,2844.96,2.05501e-005,0,0
3.56352e+008,0,2.1428e+030,9.50482e+026,3.94557e+014,1.04851e+007,2813.45,2.03198e-005,0,0
3.57744e+008,0,2.14903e+030,9.50607e+026,3.90216e+014,1.04847e+007,2782.44,2.00931e-005,0,0
3.59136e+008,0,2.15524e+030,9.5073e+026,3.85944e+014,1.04844e+007,2751.92,1.98701e-005,0,0
3.60528e+008,0,2.16143e+030,9.50852e+026,3.81739e+014,1.04841e+007,2721.88,1.96507e-005,0,0
3.6192e+008,0,2.1676e+030,9.50972e+026,3.776e+014,1.04837e+007,2692.3,1.94348e-005,0,0
3.63312e+008,0,2.17374e+030,9.5109e+026,3.73525e+014,1.04834e+007,2663.19,1.92222e-005,0,0
3.64704e+008,0,2.17987e+030,9.51206e+026,3.69514e+014,1.04831e+007,2634.53,1.90131e-005,0,0
3.66096e+008,0,2.18598e+030,9.51321e+026,3.65564e+014,1.04828e+007,2606.32,1.88072e-005,0,0
3.67488e+008,0,2.19208e+030,9.51435e+026,3.61676e+014,1.04825e+007,2578.54,1.86046e-005,0,0
3.6888e+008,0,2.19815e+030,9.51546e+026,3.57847e+014,1.04822e+007,2551.18,1.84051e-005,0,0
3.70272e+008,0,2.2042e+030,9.51657e+026,3.54076e+014,1.04819e+007,2524.24,1.82087e-005,0,0
3.71664e+008,0,2.21024e+030,9.51765e+026,3.50363e+014,1.04816e+007,2497.72,1.80154e-005,0,0
3.73056e+008,0,2.21625e+030,9.51873e+026,3.46707e+014,1.04814e+007,2471.59,1.7825e-005,0,0
3.74448e+008,0,2.22225e+030,9.51979e+026,3.43105e+014,1.04811e+007,2445.86,1.76376e-005,0,0
3.7584e+008,0,2.22823e+030,9.52083e+026,3.39558e+014,1.04808e+007,2420.52,1.7453e-005,0,0
3.77232e+008,0,2.2342e+030,9.52186e+026,3.36064e+014,1.04806e+007,2395.55,1.72712e-005,0,0
